PLAYER,,TEAM,2026,CH 25-26,ST 25-26,2027,CH 26-27,ST 26-27,TEAM STATUS,CAP SPACE,RAT 365,NO TRADE,RESTRICTIONS,1st APRON,HARD CAP 1st?,2nd APRON,HARD CAP 2nd?,NOT AGGREGATED,POISON PILL,EXCEPTION,TAX ROOM,OUT?,REASON,LOGO,HEADSHOT,POSITION,AGE,GAMES,END,TOTAL GUARANTEED,TRADE KICKER,UNLIKELY BONUS,NO TRADE TO,TEAM,SALARIES,CAP HOLDS,DEAD MONEY,CAP SPACE,CAP SPACE NO HOLDS,TAX LIMIT,TAX APRON,PLAYERS,FULL TIME,TWO-WAYS,GUARANTEED,10-DAY,NOT G,CAP HOLD ROSTER,ACTIVE SALARIES (CH),DEAD MONEY,CAP HOLD,CAP SPACE,TAX,1st APRON,HARD CAP 1st?,2nd APRON,HARD CAP 2nd?,STATUS,,TRADE EXCEPTION,DATE,VALUE,,DRAFT TEAM,ROUND,DRAFT YEAR,SURE PICK?,NOTES,LINKED TO,,DRAFT RIGHTS,DRAFTED YEAR,TEAM RIGHTS,,Jonathan Kuminga,,Out,Left Knee Bone Bruise,,,Cole Anthony,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630175.png,,,,,,,Cole Anthony,Cole Anthony,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630175.png,,,TEAM,SALARIES,CAP HOLDS,DEAD MONEY,CAP SPACE,CAP SPACE NO HOLDS,TAX LIMIT,TAX APRON,PLAYERS,FULL TIME,TWO-WAYS,GUARANTEED,10-DAY,NOT G,CAP HOLD ROSTER,ACTIVE SALARIES (CH),DEAD MONEY,CAP HOLD,CAP SPACE,TAX,1st APRON,HARD CAP 1st?,2nd APRON,HARD CAP 2nd?,,TEAM,WAIVED,2025-26,2026-27,2027-28,2028-29,2029-30,2030-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henry Ellenson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627740.png,,,,,,,Henry Ellenson,Henry Ellenson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627740.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Johnson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/77139.png,,,,,,,David Johnson,David Johnson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/77139.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hason Ward,https://ak-static.cms.nba.com/wp-content/uploads/headshots/gleague/1040x760/1642508.png,,,,,,,Hason Ward,Hason Ward,https://ak-static.cms.nba.com/wp-content/uploads/headshots/gleague/1040x760/1642508.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grayson Murphy,https://i.imgur.com/Dcr3IrY.png,,,,,,,Grayson Murphy,Grayson Murphy,https://i.imgur.com/Dcr3IrY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareef O'Neal,https://i.imgur.com/Dcr3IrY.png,,,,,,,Shareef O'Neal,Shareef O'Neal,https://i.imgur.com/Dcr3IrY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antoine Davis,https://i.imgur.com/Dcr3IrY.png,,,,,,,Antoine Davis,Antoine Davis,https://i.imgur.com/Dcr3IrY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matt Bradley,https://i.imgur.com/Dcr3IrY.png,,,,,,,Matt Bradley,Matt Bradley,https://i.imgur.com/Dcr3IrY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eric Dixon,https://i.imgur.com/iKe4jXa.png,,,,,,,Eric Dixon,Eric Dixon,https://i.imgur.com/iKe4jXa.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy Fears,https://i.imgur.com/Dcr3IrY.png,,,,,,,Jeremy Fears,Jeremy Fears,https://i.imgur.com/Dcr3IrY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darrion Williams,https://i.imgur.com/Dcr3IrY.png,,,,,,,Darrion Williams,Darrion Williams,https://i.imgur.com/Dcr3IrY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Tugler,https://i.imgur.com/Dcr3IrY.png,,,,,,,Joseph Tugler,Joseph Tugler,https://i.imgur.com/Dcr3IrY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isaiah Evans,https://i.imgur.com/Dcr3IrY.png,,,,,,,Isaiah Evans,Isaiah Evans,https://i.imgur.com/Dcr3IrY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miles Byrd,https://i.imgur.com/Dcr3IrY.png,,,,,,,Miles Byrd,Miles Byrd,https://i.imgur.com/Dcr3IrY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jt Toppin,https://i.imgur.com/Dcr3IrY.png,,,,,,,Jt Toppin,Jt Toppin,https://i.imgur.com/Dcr3IrY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Condon,https://i.imgur.com/Dcr3IrY.png,,,,,,,Alex Condon,Alex Condon,https://i.imgur.com/Dcr3IrY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zvonimir Ivisic,https://i.imgur.com/Dcr3IrY.png,,,,,,,Zvonimir Ivisic,Zvonimir Ivisic,https://i.imgur.com/Dcr3IrY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tahaad Pettiford,https://i.imgur.com/Dcr3IrY.png,,,,,,,Tahaad Pettiford,Tahaad Pettiford,https://i.imgur.com/Dcr3IrY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milos Uzan,https://i.imgur.com/Dcr3IrY.png,,,,,,,Milos Uzan,Milos Uzan,https://i.imgur.com/Dcr3IrY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Ruzic,https://i.imgur.com/Dcr3IrY.png,,,,,,,Michael Ruzic,Michael Ruzic,https://i.imgur.com/Dcr3IrY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neoklis Avdalas,https://i.imgur.com/Dcr3IrY.png,,,,,,,Neoklis Avdalas,Neoklis Avdalas,https://i.imgur.com/Dcr3IrY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Izan Almansa,https://i.imgur.com/Dcr3IrY.png,,,,,,,Izan Almansa,Izan Almansa,https://i.imgur.com/Dcr3IrY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julian Reese,https://ak-static.cms.nba.com/wp-content/uploads/headshots/gleague/1040x760/1642882.png,,,,,,,Julian Reese,Julian Reese,https://i.imgur.com/WmeyzQY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mouhamed Faye,https://i.imgur.com/Dcr3IrY.png,,,,,,,Mouhamed Faye,Mouhamed Faye,https://i.imgur.com/Dcr3IrY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sean Pedulla,https://ak-static.cms.nba.com/wp-content/uploads/headshots/gleague/1040x760/1642951.png,,,,,,,Sean Pedulla,Sean Pedulla,https://i.imgur.com/Dcr3IrY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brice Williams,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642924.png,,,,,,,Brice Williams,Brice Williams,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642924.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnny Juzang,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630548.png,,,,,,,Johnny Juzang,Johnny Juzang,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630548.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anthony Gill,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630264.png,,,,,,,Anthony Gill,Anthony Gill,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630264.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bones Hyland,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630538.png,,,,,,,Bones Hyland,Bones Hyland,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630538.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elfrid Payton,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203901.png,,,,,,,Elfrid Payton,Elfrid Payton,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203901.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bismack Biyombo,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202687.png,,,,,,,Bismack Biyombo,Bismack Biyombo,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202687.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seth Lundy,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641754.png,,,,,,,Seth Lundy,Seth Lundy,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641754.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Reese,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642024.png,,,,,,,Alex Reese,Alex Reese,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642024.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kevin Knox,https://i.imgur.com/Dcr3IrY.png,,,,,,,Kevin Knox,Kevin Knox,https://i.imgur.com/Dcr3IrY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braxton Key,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630296.png,,,,,,,Braxton Key,Braxton Key,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630296.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lamar Stevens,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630205.png,,,,,,,Lamar Stevens,Lamar Stevens,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630205.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taran Armstrong,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642379.png,,,,,,,Taran Armstrong,Taran Armstrong,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642379.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chuma Okeke,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629643.png,,,,,,,Chuma Okeke,Chuma Okeke,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629643.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saliou Niang,https://i.imgur.com/Dcr3IrY.png,,,,,,,Saliou Niang,Saliou Niang,https://i.imgur.com/Dcr3IrY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jared Rhoden,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631197.png,,,,,,,Jared Rhoden,Jared Rhoden,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631197.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matt Ryan,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630346.png,,,,,,,Matt Ryan,Matt Ryan,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630346.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adama Sanogo,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641766.png,,,,,,,Adama Sanogo,Adama Sanogo,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641766.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jt Thor,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630550.png,,,,,,,Orlando Robinson,Jt Thor,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630550.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cody Zeller,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203469.png,,,,,,,Cody Zeller,Cody Zeller,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203469.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liam Robbins,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641857.png,,,,,,,Liam Robbins,Liam Robbins,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641857.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kylor Kelley,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630283.png,,,,,,,Kylor Kelley,Kylor Kelley,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630283.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armel Traore,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642422.png,,,,,,,Armel Traore,Armel Traore,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642422.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reggie Jackson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202704.png,,,,,,,Reggie Jackson,Reggie Jackson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202704.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chris Duarte,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630537.png,,,,,,,Chris Duarte,Chris Duarte,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630537.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnny Davis,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631098.png,,,,,,,Johnny Davis,Johnny Davis,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631098.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isaiah Wong,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631209.png,,,,,,,Isaiah Wong,Isaiah Wong,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631209.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daishen Nix,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630227.png,,,,,,,Daishen Nix,Daishen Nix,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630227.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaylen Nowell,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629669.png,,,,,,,Jaylen Nowell,Jaylen Nowell,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629669.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taze Moore,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631386.png,,,,,,,Taze Moore,Taze Moore,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631386.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel Theis,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628464.png,,,,,,,Daniel Theis,Daniel Theis,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628464.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Richardson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626196.png,,,,,,,Josh Richardson,Josh Richardson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626196.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo Bamba,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628964.png,,,,,,,Mo Bamba,Mo Bamba,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628964.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jazian Gortman,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641789.png,,,,,,,Jazian Gortman,Jazian Gortman,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641789.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eugene Omoruyi,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630647.png,,,,,,,Eugene Omoruyi,Eugene Omoruyi,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630647.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quincy Olivari,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642439.png,,,,,,,Quincy Olivari,Quincy Olivari,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642439.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
