PLAYER,,TEAM,2026,CH 25-26,ST 25-26,2027,CH 26-27,ST 26-27,TEAM STATUS,CAP SPACE,RAT 365,NO TRADE,RESTRICTIONS,1st APRON,HARD CAP 1st?,2nd APRON,HARD CAP 2nd?,NOT AGGREGATED,POISON PILL,EXCEPTION,TAX ROOM,OUT?,REASON,LOGO,HEADSHOT,POSITION,AGE,GAMES,END,TOTAL GUARANTEED,TRADE KICKER,UNLIKELY BONUS,NO TRADE TO,TEAM,SALARIES,CAP HOLDS,DEAD MONEY,CAP SPACE,CAP SPACE NO HOLDS,TAX LIMIT,TAX APRON,PLAYERS,FULL TIME,TWO-WAYS,GUARANTEED,10-DAY,NOT G,CAP HOLD ROSTER,ACTIVE SALARIES (CH),DEAD MONEY,CAP HOLD,CAP SPACE,TAX,1st APRON,HARD CAP 1st?,2nd APRON,HARD CAP 2nd?,STATUS,,TRADE EXCEPTION,DATE,VALUE,,DRAFT TEAM,ROUND,DRAFT YEAR,SURE PICK?,NOTES,LINKED TO,,DRAFT RIGHTS,DRAFTED YEAR,TEAM RIGHTS,,Jonathan Kuminga,,Out,Left Knee Bone Bruise,,,Cole Anthony,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630175.png,,,,,,,Cole Anthony,Cole Anthony,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630175.png,,,TEAM,SALARIES,CAP HOLDS,DEAD MONEY,CAP SPACE,CAP SPACE NO HOLDS,TAX LIMIT,TAX APRON,PLAYERS,FULL TIME,TWO-WAYS,GUARANTEED,10-DAY,NOT G,CAP HOLD ROSTER,ACTIVE SALARIES (CH),DEAD MONEY,CAP HOLD,CAP SPACE,TAX,1st APRON,HARD CAP 1st?,2nd APRON,HARD CAP 2nd?,,TEAM,WAIVED,2025-26,2026-27,2027-28,2028-29,2029-30,2030-31
Asa Newell,,Atlanta,"$3,237,480","$3,237,480",GUARANTEED,"$3,399,480","$3,399,480",GUARANTEED,BELOW TAX,"-$31,967,541",2.13,,,"$9,082,679",HC 1st,"$20,961,679",,,,Rookie Exception,"$1,032,679",,,https://upload.wikimedia.org/wikipedia/en/2/24/Atlanta_Hawks_logo.svg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642854.png,PF,20-250,46,2029,"$6,636,960",,,,Houston,"$194,771,441",$0,$0,"-$40,101,441","-$40,101,441","$6,876,441","$194,771,441",17,15,2,15,0,0,$0,"$194,771,441",$0,"$194,771,441","-$40,124,441","-$6,876,441","$1,173,559",HC 1st,"$13,052,559",,TAX TEAM,,Charlotte,02/03/2027,"$8,200,692",,Atlanta,2nd,2029,YES,From Cleveland,,,Ben Pepper,1997,Boston,,Liam McNeeley,,Out,Left Ankle Sprain,,,Deni Avdija,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630166.png,Houston,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/hou/hou_primary-icon.jpg,,,,Deni Avdija,Deni Avdija,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630166.png,,,Houston,"$184,925,541","$2,545,740",$0,"-$32,801,281","-$30,255,541","-$2,969,459","$59,659,538",11,10,1,10,0,0,"$2,545,740","$184,925,541",$0,"$184,925,541","-$30,278,541","$2,969,459","$11,019,459",,"$22,898,459",,,Boston,Dalano Banton,"$141,463",,,,,
Jock Landale,,Atlanta,"$2,461,463","$2,296,274",GUARANTEED,,,,BELOW TAX,"-$31,967,541",7.75,,,"$9,082,679",HC 1st,"$20,961,679",,,,Minimum Salary Exception,"$1,032,679",,,https://upload.wikimedia.org/wikipedia/en/2/24/Atlanta_Hawks_logo.svg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629111.png,C,30-231,68,2026,"$2,461,463",,,Memphis,Indiana,"$183,115,307",$0,"$4,585,774","-$33,031,081","-$33,031,081","-$193,919","$187,701,081",18,15,3,15,0,0,$0,"$183,115,307","$4,585,774","$187,701,081","-$33,054,081","$135,102","$7,665,102",HC 1st,"$19,544,102",,BELOW TAX,,Charlotte,02/04/2027,"$7,000,000",,Atlanta,2nd,2030,YES,Own pick,,,Roberto Duenas,1997,Miami,,Miles Bridges,,Out,League Suspension,,,Ousmane Dieng,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631172.png,Indiana,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/ind/ind_primary-icon.jpg,,,,Ousmane Dieng,Ousmane Dieng,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631172.png,,,Indiana,"$194,566,431",$0,"$4,585,774","-$44,482,205","-$44,482,205","$11,257,205","$73,886,202",16,14,2,12,0,2,$0,"$194,566,431",$0,"$194,566,431","-$39,919,431","-$6,671,431","$858,569",,"$12,737,569",,,Boston,John Tonje,"$73,153",,,,,
Keaton Wallace,,Atlanta,"$2,296,274","$2,296,274",GUARANTEED,,,,BELOW TAX,"-$31,967,541",1.94,,,"$9,082,679",HC 1st,"$20,961,679",,,,Minimum Salary Exception,"$1,032,679",,,https://upload.wikimedia.org/wikipedia/en/2/24/Atlanta_Hawks_logo.svg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630811.png,PG,27-106,56,2026,"$2,296,274",,,,LA Clippers,"$189,852,974",$0,"$263,940","-$35,446,914","-$35,446,914","$2,221,914","$190,116,914",18,15,3,15,0,0,$0,"$189,852,974","$263,940","$190,116,914","-$35,469,914","-$2,221,914","$5,828,086",HC 1st,"$17,707,086",,TAX TEAM,,Charlotte,02/03/2027,"$2,296,724",,Atlanta,2nd,2030,YES,From New York,,,Andrew Betts,1998,Indiana,,Moussa Diabate,,Out,League Suspension,,,Lebron James,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png,LA Clippers,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/lac/lac_primary-icon.jpg,,,,Lebron James,Lebron James,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png,,,LA Clippers,"$118,445,360",$0,"$263,940","$35,960,700","$35,960,700","-$69,185,700","-$6,556,703",14,13,1,12,0,1,$0,"$118,445,360",$0,"$118,445,360","$36,201,640","$69,449,640","$77,499,640",,"$89,378,640",,,Boston,Amari Williams,"$347,451",,,,,
Mouhamed Gueye,,Atlanta,"$2,221,677","$2,221,677",GUARANTEED,"$2,406,205",$0,TEAM OPT,BELOW TAX,"-$31,967,541",4.53,,,"$9,082,679",HC 1st,"$20,961,679",,,,Second Round Exception,"$1,032,679",,,https://upload.wikimedia.org/wikipedia/en/2/24/Atlanta_Hawks_logo.svg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631243.png,PF,25-215,83,2027,"$2,221,677",,,,LA Lakers,"$194,334,002",$0,"$991,577","-$40,655,579","-$40,655,579","$7,430,579","$195,325,579",17,15,2,15,0,0,$0,"$194,334,002","$1,628,012","$195,962,014","-$41,315,014","-$8,067,014","-$17,014",HC 1st,"$11,861,986",,1ST APRON,,Chicago,02/02/2027,"$17,991,071",,Atlanta,2nd,2031,YES,Best between ATL and HOU (31-55),,,Venson Hamilton,1999,Houston,,Josh Giddey,,Out,Left Hamstring Strain,,,AJ Johnson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642358.png,LA Lakers,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/lal/lal_primary-icon.jpg,,,,AJ Johnson,AJ Johnson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642358.png,,,LA Lakers,"$105,516,527","$2,545,740","$991,577","$45,616,156","$48,161,896","-$81,386,896","-$18,757,899",10,10,0,9,0,1,"$2,545,740","$105,516,527",$0,"$105,516,527","$49,130,473","$82,378,473","$90,428,473",,"$102,307,473",,,Boston,John Tonje,"$636,435",,,,,
RayJ Dennis,,Atlanta,"$331,365",$0,TWO-WAY,"$679,042",$0,TWO-WAY,BELOW TAX,"-$31,967,541",0.31,,,"$9,082,679",HC 1st,"$20,961,679",,,,,"$1,032,679",,,https://upload.wikimedia.org/wikipedia/en/2/24/Atlanta_Hawks_logo.svg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642484.png,PG,25-74,17,2027,$0,,,,Memphis,"$120,333,744",$0,"$24,265,041","$10,071,215","$10,071,215","-$43,296,215","$144,598,785",17,14,3,14,0,0,$0,"$120,333,744","$24,265,041","$144,598,785","$10,048,215","$43,296,215","$51,346,215",HC 1st,"$63,225,215",,CAP SPACE,,Chicago,02/04/2027,"$6,670,882",,Atlanta,2nd,2032,YES,Own pick,,,DeeAndre Hulett,2000,Toronto,,Tre Jones,,Out,Left Hamstring Strain,,,Cam Johnson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629661.png,Memphis,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/mem/mem_primary-icon.jpg,,,,Cameron Johnson,Cam Johnson,https://i.imgur.com/1IT6eTJ.png,,,Memphis,"$117,406,453",$0,"$24,265,041","$12,998,506","$12,998,506","-$46,223,506","$16,405,491",16,14,2,11,0,3,$0,"$117,406,453","$4,164,050","$121,570,503","$33,076,497","$66,324,497","$74,374,497",,"$86,253,497",,,Boston,Ron Harper Jr,"$534,045",,,,,
Christian Koloko,,Atlanta,"$279,891",$0,TWO-WAY,,,,BELOW TAX,"-$31,967,541",0.92,,,"$9,082,679",HC 1st,"$20,961,679",,,,,"$1,032,679",,,https://upload.wikimedia.org/wikipedia/en/2/24/Atlanta_Hawks_logo.svg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631132.png,C,24-357,27,2026,$0,,,,Miami,"$159,827,661",$0,"$26,643,031","-$31,800,692","-$31,800,692","-$1,424,308","$186,470,692",17,15,2,15,0,0,$0,"$159,827,661","$26,643,031","$186,470,692","-$31,823,692","$1,395,620","$7,528,436",HC 1st,"$19,407,436",,BELOW TAX,,Chicago,02/04/2027,"$2,221,677",,Atlanta,2nd,2032,YES,Own pick,,,Josip Sesar,2000,Boston,,Jalen Smith,,Out,Right Calf Strain,,,Walker Kessler,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631117.png,Miami,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/mia/mia_primary-icon.jpg,,,,Walker Kessler,Walker Kessler,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631117.png,,,Miami,"$158,640,653",$0,"$26,643,031","-$30,613,684","-$30,613,684","-$2,611,316","$60,017,681",12,12,0,10,0,2,$0,"$158,640,653",$0,"$158,640,653","-$3,993,653","$28,671,531","$34,804,347",,"$46,683,347",,,Brooklyn,Cam Thomas,"$5,993,172",,,,,
Keshon Gilbert,,Atlanta,"$128,686",$0,TWO-WAY,,,,BELOW TAX,"-$31,967,541",0.12,,,"$9,082,679",HC 1st,"$20,961,679",,,,,"$1,032,679",,,https://upload.wikimedia.org/wikipedia/en/2/24/Atlanta_Hawks_logo.svg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642933.png,PG,22-348,4,2026,$0,,,,Milwaukee,"$151,771,975",$0,"$30,328,022","-$27,429,997","-$27,429,997","-$5,795,003","$182,099,997",17,15,2,15,0,0,$0,"$151,771,975","$30,328,022","$182,099,997","-$27,452,997","$7,873,465","$14,273,465",,"$26,152,465",,BELOW TAX,,Chicago,02/04/2027,"$1,218,007",,Boston,1st,2026,YES,Own pick,,,Robertas Javtokas,2001,San Antonio,,Noa Essengue,,Out,Left Shoulder Surgery,,,Kevin Durant,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201142.png,Milwaukee,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/mil/mil_primary-icon.jpg,,,,Kevin Durant,Kevin Durant,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201142.png,,,Milwaukee,"$153,802,668",$0,"$30,328,022","-$29,460,690","-$29,460,690","-$3,764,310","$58,864,687",14,13,1,12,0,1,$0,"$153,802,668","$23,183,270","$176,985,938","-$22,338,938","$10,909,062","$17,309,062",,"$29,188,062",,,Brooklyn,Haywood Highsmith,"$5,616,000",,,,,
Tony Bradley,,Atlanta,"$123,945","$92,379",GUARANTEED,,,,BELOW TAX,"-$31,967,541",1.62,,,"$9,082,679",HC 1st,"$20,961,679",,,,Minimum Salary Exception,"$1,032,679",,,https://upload.wikimedia.org/wikipedia/en/2/24/Atlanta_Hawks_logo.svg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628396.png,C,28-155,48,2026,"$123,945",,,,Minnesota,"$194,042,642",$0,$0,"-$39,372,642","-$39,372,642","$6,147,642","$194,042,642",18,15,3,15,0,0,$0,"$194,042,642",$0,"$194,042,642","-$39,395,642","-$5,946,592","$422,372",,"$12,301,372",,TAX TEAM,,Cleveland,02/04/2027,"$10,000,000",,Boston,1st,2027,YES,Own pick,,,Milos Vujanic,2002,Phoenix,,Zach Collins,,Out,Right 1st Toe Sprain,,,Kyle Lowry,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200768.png,Minnesota,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/min/min_primary-icon.jpg,,,,Kyle Lowry,Kyle Lowry,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200768.png,,,Minnesota,"$187,531,661","$3,818,610",$0,"-$36,680,271","-$32,861,661","-$363,339","$62,265,658",11,9,2,9,0,0,"$3,818,610","$187,531,661",$0,"$187,531,661","-$32,884,661","$363,339","$6,732,303",,"$18,611,303",,,Brooklyn,Kobe Bufkin,"$4,503,720",,,,,
Jayson Tatum,,Boston,"$54,126,450","$54,126,450",GUARANTEED,"$58,456,566","$58,456,566",GUARANTEED,BELOW TAX,"-$33,238,254",5.72,,,"$8,059,746",,"$19,938,746",,,,Bird Exception,"$9,746",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/bos/bos_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png,SF,28-101,22,2030,"$313,933,410",,,,New Orleans,"$182,244,625",$0,"$5,469,850","-$33,044,475","-$33,044,475","-$180,525","$187,714,475",18,15,3,15,0,0,$0,"$182,244,625","$5,469,850","$187,714,475","-$33,067,475","$211,559","$1,521,340",HC 1st,"$13,400,340",,BELOW TAX,,Cleveland,02/06/2026,"$8,500,000",,Boston,1st,2028,YES,Own pick (if Top-1),,,Peter Fehse,2002,Utah,,Isaac Okoro,,Out,Left Knee Soreness,,,Aj Lawson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630639.png,New Orleans,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/nop/nop_primary-icon.jpg,,,,Aj Lawson,Aj Lawson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630639.png,,,New Orleans,"$186,034,520",$0,"$5,469,850","-$36,834,370","-$36,834,370","$3,609,370","$66,238,367",14,14,0,14,0,0,$0,"$186,034,520",$0,"$186,034,520","-$31,387,520","$1,860,480","$3,170,261",,"$15,049,261",,,Brooklyn,Dariq Whitehead,"$3,262,560",,,,,
Jaylen Brown,,Boston,"$53,142,264","$53,142,264",GUARANTEED,"$57,078,728","$57,078,728",GUARANTEED,BELOW TAX,"-$33,238,254",20.76,,,"$8,059,746",,"$19,938,746",,,,Bird Exception,"$9,746",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/bos/bos_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png,SG,29-231,78,2029,"$236,187,840",,,,New York,"$207,454,263",$0,$0,"-$52,784,263","-$52,784,263","$19,559,263","$207,454,263",18,15,3,15,0,0,$0,"$207,454,263",$0,"$207,454,263","-$52,807,263","-$19,559,263","-$11,509,263",,"$369,737",HC 2nd,1ST APRON,,Cleveland,01/31/2027,"$6,897,984",,Boston,1st,2030,YES,Own pick,,,Federico Kammerichs,2002,Portland,,Max Strus,,Out,Left Foot Jones Fracture Surgery,,,Jalen Suggs,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630591.png,New York,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/nyk/nyk_primary-icon.jpg,,,,Jalen Suggs,Jalen Suggs,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630591.png,,,New York,"$205,460,628","$3,818,610",$0,"-$54,609,238","-$50,790,628","$17,565,628","$80,194,625",9,9,0,9,0,0,"$3,818,610","$205,460,628",$0,"$205,460,628","-$50,813,628","-$17,565,628","-$9,515,628",,"$2,363,372",,,Brooklyn,Hunter Tyson,"$2,221,677",,,,,
Derrick White,,Boston,"$28,100,000","$28,100,000",GUARANTEED,"$30,348,000","$30,348,000",GUARANTEED,BELOW TAX,"-$33,238,254",15.23,,,"$8,059,746",,"$19,938,746",,,,Bird Exception,"$9,746",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/bos/bos_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png,PG,31-345,84,2029,"$125,888,000",15,,,Oklahoma City,"$183,213,189",$0,"$2,296,274","-$30,839,463","-$30,839,463","-$2,385,537","$185,509,463",18,15,3,15,0,0,$0,"$183,213,189","$2,296,274","$185,509,463","-$30,862,463","$2,385,637","$9,287,466",,"$21,166,466",,BELOW TAX,,Cleveland,07/06/2026,"$1,000,000",,Boston,1st,2031,YES,From Charlotte (if 56-60),,,Mladen Sekularac,2002,Golden State,,Evan Mobley,,Out,Left Calf Strain,,,Jake Laravia,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631222.png,Oklahoma City,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/okc/okc_primary-icon.jpg,,,,Jake Laravia,Jake Laravia,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631222.png,,,Oklahoma City,"$194,642,888",$0,"$2,296,274","-$42,269,162","-$42,269,162","$9,044,162","$71,673,159",15,15,0,14,0,1,$0,"$194,642,888",$0,"$194,642,888","-$39,995,888","-$7,314,670","-$394,150",,"$11,484,850",,,Brooklyn,Tyrese Martin,"$2,191,897",,,,,
Nikola Vucevic,,Boston,"$21,481,481","$21,481,481",GUARANTEED,,,,BELOW TAX,"-$33,238,254",10.59,,,"$8,059,746",,"$19,938,746",,,,Bird Exception,"$9,746",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/bos/bos_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202696.png,C,35-231,70,2026,"$21,481,481",,,Chicago,Orlando,"$187,342,232",$0,$0,"-$32,672,232","-$32,672,232","-$552,768","$187,342,232",17,15,2,15,0,0,$0,"$187,342,232",$0,"$187,342,232","-$32,695,232","$552,768","$7,369,678",HC 1st,"$19,248,678",,BELOW TAX,,Dallas,02/03/2027,"$20,830,154",,Boston,1st,2031,YES,Own pick,,,Sofoklis Schortsanitis,2003,Oklahoma City,,Dean Wade,,Out,Left Ankle Sprain,,,Jordan Clarkson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203903.png,Orlando,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/orl/orl_primary-icon.jpg,,,,Jordan Clarkson,Jordan Clarkson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203903.png,,,Orlando,"$207,942,268",$0,$0,"-$53,272,268","-$53,272,268","$20,047,268","$82,676,265",13,12,1,11,0,1,$0,"$207,942,268",$0,"$207,942,268","-$53,295,268","-$20,047,268","-$13,230,358",,"-$1,351,358",,,Brooklyn,Keon Johnson,"$271,614",,,,,
Sam Hauser,,Boston,"$10,044,644","$10,044,644",GUARANTEED,"$10,848,215","$10,848,215",GUARANTEED,BELOW TAX,"-$33,238,254",8.51,,,"$8,059,746",,"$19,938,746",,,,Bird Exception,"$9,746",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/bos/bos_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png,SF,28-186,85,2029,"$45,000,000",,,,Philadelphia,"$192,381,623",$0,"$1,123,547","-$38,835,170","-$38,835,170","$5,610,170","$193,505,170",17,15,2,15,0,0,$0,"$192,381,623","$1,123,547","$193,505,170","-$38,858,170","$13,197","$8,063,197",,"$19,942,197",,BELOW TAX,,Dallas,02/03/2027,"$6,000,000",,Boston,1st,2032,YES,Own pick (untradeable),,,Szymon Szewczyk,2003,Oklahoma City,,Kyrie Irving,,Out,Left Knee Surgery,,,Alex Caruso,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627936.png,Philadelphia,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/phi/phi_primary-icon.jpg,,,,Alex Caruso,Alex Caruso,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627936.png,,,Philadelphia,"$170,911,987","$1,272,870","$1,123,547","-$18,638,404","-$17,365,534","-$15,859,466","$46,769,531",11,11,0,9,0,2,"$1,272,870","$170,911,987",$0,"$170,911,987","-$16,264,987","$16,983,013","$25,033,013",,"$36,912,013",,,Brooklyn,Malachi Smith,"$115,803",,,,,
Payton Pritchard,,Boston,"$7,232,143","$7,232,143",GUARANTEED,"$7,767,857","$7,767,857",GUARANTEED,BELOW TAX,"-$33,238,254",16.50,,,"$8,059,746",,"$19,938,746",,,,Bird Exception,"$9,746",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/bos/bos_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png,PG,28-135,86,2028,"$23,303,571",,,,Phoenix,"$162,373,811",$0,"$25,493,325","-$33,197,135","-$33,197,135","-$27,865","$187,867,135",18,15,3,15,0,0,$0,"$162,373,811","$25,493,325","$187,867,135","-$33,220,135","$106,603","$7,656,603",,"$19,535,603",,BELOW TAX,,Dallas,02/03/2027,"$2,296,274",,Boston,2nd,2026,YES,"Best between DET, MIL and ORL",,,Mario Austin,2003,Utah,,Dereck Lively,,Out,Right Foot Surgery,,,Aaron Holiday,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628988.png,Phoenix,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/phx/phx_primary-icon.jpg,,,,Aaron Holiday,Aaron Holiday,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628988.png,,,Phoenix,"$155,824,458","$1,272,870","$25,493,325","-$27,920,653","-$26,647,783","-$6,577,217","$56,051,780",11,11,0,9,0,2,"$1,272,870","$155,824,458","$23,197,051","$179,021,509","-$24,374,509","$8,873,491","$16,423,491",,"$28,302,491",,,Brooklyn,Maxwell Lewis,"$100,000",,,,,
Hugo Gonzalez,,Boston,"$2,783,880","$2,783,880",GUARANTEED,"$2,923,560","$2,923,560",GUARANTEED,BELOW TAX,"-$33,238,254",3.62,,,"$8,059,746",,"$19,938,746",,,,Rookie Exception,"$9,746",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/bos/bos_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642864.png,SF,20-127,78,2029,"$5,707,440",,,,Portland,"$159,149,269",$0,"$28,040,523","-$32,519,792","-$32,519,792","-$705,208","$187,189,792",18,15,3,15,0,0,$0,"$159,149,269","$28,040,523","$187,189,792","-$32,542,792","$705,208","$7,094,491",HC 1st,"$18,973,491",,BELOW TAX,,Denver,07/08/2026,"$6,880,985",,Boston,2nd,2028,YES,"If 2028 first-round is 2-30, own pick (if 31-45)",,,Sani Becirovic,2003,Denver,,Klay Thompson,,Available,Rest,,,Jacob Toppin,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631210.png,Portland,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/por/por_primary-icon.jpg,,,,Jacob Toppin,Jacob Toppin,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631210.png,,,Portland,"$164,764,309",$0,"$28,040,523","-$38,134,832","-$38,134,832","$4,909,832","$67,538,829",14,12,2,10,0,2,$0,"$164,764,309","$268,032","$165,032,341","-$10,385,341","$22,862,659","$30,912,659",,"$42,791,659",,,Brooklyn,Yuri Collins,"$85,300",,,,,
Baylor Scheierman,,Boston,"$2,619,000","$2,619,000",GUARANTEED,"$2,744,040","$2,744,040",GUARANTEED,BELOW TAX,"-$33,238,254",5.89,,,"$8,059,746",,"$19,938,746",,,,Rookie Exception,"$9,746",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/bos/bos_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631248.png,SF,25-259,84,2028,"$5,363,040",,,,Sacramento,"$187,271,649",$0,"$395,910","-$32,997,559","-$32,997,559","-$227,441","$187,667,559",18,15,3,15,0,0,$0,"$187,271,649","$395,910","$187,667,559","-$33,020,559","$227,441","$3,427,441",HC 1st,"$15,306,441",,BELOW TAX,,Denver,07/13/2026,"$5,426,400",,Boston,2nd,2031,YES,Worst between BOS and CLE,,,Paccelis Morlende,2003,Oklahoma City,,Cooper Flagg,,Out,Left Midfoot Sprain,,,Ryan Rollins,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631157.png,Sacramento,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/sac/sac_primary-icon.jpg,,,,Ryan Rollins,Ryan Rollins,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631157.png,,,Sacramento,"$186,401,379","$1,272,870","$395,910","-$33,400,159","-$32,127,289","-$1,097,711","$61,531,286",12,11,1,10,0,1,"$1,272,870","$186,401,379",$0,"$186,401,379","-$31,754,379","$1,493,621","$4,693,621",,"$16,572,621",,,Brooklyn,David Muoka,"$85,300",,,,,
Luka Garza,,Boston,"$2,461,463","$2,461,463",GUARANTEED,"$2,801,346","$2,801,346",GUARANTEED,BELOW TAX,"-$33,238,254",7.68,,,"$8,059,746",,"$19,938,746",,,,Minimum Salary Exception,"$9,746",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/bos/bos_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630568.png,C,27-167,76,2027,"$5,262,809",,,,San Antonio,"$176,732,468",$0,"$7,258,201","-$29,320,669","-$29,320,669","-$3,904,331","$183,990,669",18,15,3,15,0,0,$0,"$176,732,468","$7,258,201","$183,990,669","-$29,343,669","$3,904,331","$9,254,331",HC 1st,"$21,133,331",,BELOW TAX,,Denver,02/04/2027,"$2,221,677",,Boston,2nd,2031,YES,From Houston (if 56-60),,,Remon Van de Hare,2003,Orlando,,Naji Marshall,,Questionable,Left Foot Strain,,,Isaiah Joe,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630198.png,San Antonio,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/sas/sas_primary-icon.jpg,,,,Isaiah Joe,Isaiah Joe,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630198.png,,,San Antonio,"$152,002,166","$3,818,610","$7,258,201","-$8,408,977","-$4,590,367","-$28,634,633","$33,994,364",10,9,1,9,0,0,"$3,818,610","$152,002,166",$0,"$152,002,166","$2,644,834","$35,892,834","$41,242,834",,"$53,121,834",,,Brooklyn,De'Andre Davis,"$85,300",,,,,
